ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
-0.33356403541407614,0.5283564374602121,-0.09260322290243485,0.4838605112121384,0.37695123538203346,0.16021888689508548,-0.43289691862873686,-0.028544944979649184,-0.21502332294290513,0
0.095670655406815,-9.410178353241362e-05,0.4634954386147098,0.283985492499131,0.33703941537715304,-0.024777097624953618,0.08659968496378803,0.37148496325669406,-0.6415253770219538,0
0.0837123876600413,-0.35456223762624034,0.1551690150832161,0.28039641220098704,0.6227862333292427,0.009634636629696183,0.557380243608433,0.6596511114783852,-0.03907859289267,0
0.3031545854419579,0.13484217384969205,0.3800541721701374,0.11097768390131708,-0.06879152625974967,0.32628209555968607,-0.14159383133921172,0.10300660451589087,-0.1776943614349453,0
-0.17426344020705448,0.6258141148611341,-0.610274657853277,-0.3351981026793704,0.4737101103276003,0.2286191621587794,0.18325393676274876,-0.07007691968339971,0.04418588520780096,0
-0.1575509421534443,-0.3044278479557556,-0.3726747694407368,-0.01244733137321377,0.1519395185784264,0.5763712251268838,0.7178710524193104,0.29309484229858696,-0.10467363198888266,0
-0.17141404972624244,-0.10843883000819572,0.1542144422059403,0.29114653788401396,0.02261654077030447,0.04615626866204969,-0.5031446632498304,0.25262065811337037,0.17296251491387402,0
-0.27722485132413144,0.12493381143043579,0.4651891779773004,-0.37747938881018633,0.10109815202896809,-0.20736373133733516,-0.3057852345029609,-0.7556492864754553,0.126937993534651,0
-0.7837647038080804,-0.016171454701721745,-0.34237086505341835,0.1909659620619793,0.5094039484510463,-0.056525054072617875,0.1692273298144202,-0.0008206668273340778,0.0977207526392148,0
0.2851109047190709,-0.29469107411319434,-0.11632853481195675,0.6967827675788298,-0.03958101446812623,0.12469901176158187,0.6517315864676484,-0.11837984002173416,0.05723157917775993,0
0.24493352428539816,0.33655735686914123,0.12043924256009846,0.31854499379691953,-0.024318558565372097,0.3047569556978932,-0.21336505003439057,0.119011707454175,-0.00018695306996151687,0
-0.4571627992847582,0.6960122166051778,-0.43574951912630916,0.4242087406685962,-0.6197106293490361,-0.4401101854316156,0.7307195578325668,-0.0580974840881371,-0.41919398915669853,0
-0.12841381925287035,0.0588394377071722,0.15650737787429492,0.0655016251326482,-0.04411441940941408,0.0025612845537506834,0.0395868442188738,-0.02555282768130051,0.1167836194565213,0
-0.22272205113575172,-0.2712204869208001,-0.802705394710871,0.2903795846294969,0.07930857838745485,0.48286249711151075,-0.590176699140243,-0.2589638278383245,0.21958688324701262,0
-0.2110031405122222,-0.4646881575160425,0.1476718393394565,-0.21535596430621065,-0.22867433332816497,-0.07206266130075606,0.4771444878218575,0.22035876552734623,0.10469550998820179,0
-0.6418861968228718,0.07739279436635425,-0.2985254903663528,0.2387591437023679,-0.30235655960443325,0.2793035564607313,-0.13908715638299962,0.49651266644061953,-0.0604526692105459,0
-0.18884248827727523,0.3311632029948773,-0.13427915715492406,0.19631644021822897,-0.5553715728455184,0.14793525816480152,0.13455758357761183,-0.2543015847645105,0.17710317356313826,0
0.17931614007378247,0.14255032394861447,0.1955651843810903,0.08697335221129887,-0.17539517859096548,0.286758181957494,-0.4977509062599813,-0.419116506944092,0.07098705654422872,0
0.7678464093113379,-0.0007211522756561533,0.13417564664767523,0.3948022259155495,0.42635372903913477,-0.2429281624799797,-0.22597547539771246,0.006000965948239169,0.21303232381401227,0
0.11826990656388031,-0.17678149553679184,-0.002394361305511341,-0.16163545135421659,-0.4445556909327056,-0.2416205010196742,-0.44906157697220345,-0.008596698310579172,-0.026273275447172027,0
0.036665749566803865,-0.3276490898154269,0.2907121654906049,-0.056117254942098786,0.2367051755436491,0.006081567636686419,-0.4808980688132129,0.351279835836108,-0.42820753113358534,0
-0.15463069862773599,0.25042539789746465,-0.5100528037856471,0.02863861240748897,0.26380396410812806,-0.4596665361720934,0.029411879386025238,-0.3687584857135596,-0.05363022604446222,0
-0.18007615503177352,0.2741314864156757,0.06132431145042412,-0.3088832913268202,0.7358584863427204,-0.08092218198349731,0.1700332406446633,-0.16138655250722922,-0.28459986715302,0
0.2842319463139916,-0.4637189360072199,-0.2370510392575448,0.06807958314007435,0.3115065554707717,0.07586299725470012,-0.16402744440361613,-0.6443109717800558,-0.13908835199273703,0
0.08731020037865465,0.47695169345420513,0.27540944060399586,-0.5156791238861541,0.28637387433185346,0.5353906820849317,-0.43114613694336296,0.4124950908635468,0.025959732324046386,0
-0.1906679220823918,0.1722213662682004,0.2061201208908359,0.31408636032846277,0.11030917596746358,0.12081545678094649,-0.38283170211186873,0.07516338849700906,0.2970171332363278,0
-0.30646565840267936,0.419878393543738,0.2170044656592015,0.013991209969789723,0.00025720027378935335,0.18756854126193068,0.11148889140991217,-0.13902987419423896,0.1998019242317798,0
-0.048526615919256284,-0.4026383245455345,0.49361454981214037,-0.15626787117112897,0.2556598539286556,0.34934275411500176,0.03320717116406567,-0.3966814435773529,0.06264520698162832,0
-0.16009464115274605,-0.40974724662463163,0.33790425973049326,-0.25031208368853647,0.3746103818124116,-0.28939727666851695,0.11642240198591532,-0.3691428174531753,0.3744373469316959,0
-0.0016583586960378848,-0.04469079293018907,-0.04722640013202329,-0.07037370888575627,0.051148892235685646,-0.04952479871129572,0.46752156678185064,0.12428006993741737,0.014212330204593256,0
-0.06883513614958696,0.15083532806855826,-0.00038035604624908094,0.20647791323172407,0.3875657705593728,0.7276237775411678,0.1726048641543618,-0.332227513680213,0.06071505059637714,0
0.11680467397683697,0.538908246878089,0.18028151421351793,0.16432169362126817,0.8649633889013065,-0.02373666671535261,0.12270881940374853,0.031201626944570807,-0.11374100853437429,0
-0.3795357341767926,0.21182367414453945,0.04085240242434883,-0.21166138418353828,0.02125767144609481,0.3349292246346621,0.710614939558425,0.6128834583405092,-0.3208305526054702,0
0.3275976793073013,-0.07280438304360999,0.21155199657291532,-0.25381190178829033,0.029700488276796295,0.28912136315193215,-0.08243533074002021,-0.10427628688344617,0.16707690495251018,0
0.8334939124657321,-0.3079107622997676,-0.6690961274319086,0.19706961189589423,-0.027635051377094873,-0.44343411431630675,0.7151026142214607,-0.2884333331923137,-0.4704290154416507,0
0.3580919172846952,0.369000171815745,0.5642410556379948,-0.21670422138450882,0.04012288238609762,0.09314378310178,0.42716510704682015,0.11460216163582891,-0.27937576231211175,0
0.06559149481615874,-0.28941162772521445,0.018308575066896256,0.017972932223851067,0.3669315881929049,0.044024241661567695,-0.08937762268709809,-0.3677375222345182,0.053254986073118245,0
0.2645283116845832,0.48854056643169647,-0.486739599267768,0.03712639275728312,0.02611639104227667,0.09898763635213041,0.24145165235144514,0.515995359098821,-0.25469725437546403,0
-0.30272560285953226,-0.08531539488195279,-0.2741380054750564,0.09361863951802152,0.05675342469340597,-0.226233743937318,-0.06456025824550461,0.42108590055850054,0.005336622106774302,0
-0.4749882640610662,0.4771746217853551,-0.6387981153507668,0.2574811290545615,-0.07489489969823711,-0.3350758535736477,-0.43091862274354203,-0.04925148568609322,0.04421231078396042,0
0.23211012505010453,0.2036793870177835,-0.32707052405572523,-0.3788888810601968,0.14671725016246667,-0.1428030000062554,-0.002411776536483517,-0.26918795442726595,-0.16808500985165417,0
-0.16144249849888792,-0.04109864683273748,-0.042674528591935726,-0.5733477975781462,-0.15095891652521087,-0.029338499125260865,-0.44013789889755345,-0.12773096183260815,0.016549355539670303,0
-0.4040034292084038,-0.15581891154783797,0.4544143837483208,-0.1702341843685055,-0.3678442093559548,0.3554953342800948,0.0698894255234761,-0.08869968362562847,0.012537410587800677,0
-0.264177379814132,-0.10227236320382393,0.12320237562594023,0.5404585223496557,0.13430159725109814,0.545193245917682,0.24014395175761546,0.11507013951211945,-0.342175179883671,0
-0.33916569140447006,0.12849500771257125,0.06985818358937271,0.6066522300262135,0.5938153414242904,0.41897935386695334,-0.06507194843833847,0.3118896987903348,0.16396844562132815,0
0.04032866478840657,0.02314694886531502,-0.34053135636471354,0.5493531406697663,-0.0869832199100037,0.25805556323455325,0.0692872353166345,-0.31095378922757694,-0.609257443552437,0
0.17463683841391175,-0.17814342242061154,-0.2473455916960534,-0.05789441032820688,-0.3123615411381864,-0.30130207868987696,0.06431749448606551,0.30327286960282335,0.5635292095982507,0
0.26632453787800714,-0.04968942309528967,-0.22407830801165848,-0.5346345245954486,0.5746926061978177,-0.12266885249684864,0.2533048761874801,0.18530568384338938,0.160224123174695,0
0.2682996990326284,0.02357310891574494,-0.2118385836558316,-0.7029117304955522,0.013668209315955382,0.06297781572389934,0.026842656559257588,-0.1523368472419819,0.3063481663609175,0
0.22649933917342074,-0.6386202283244437,-0.1054610628745814,-0.18421144846482335,0.2833674847479562,-0.18973171142285247,-0.09441789226155615,-0.3260135687031031,0.19850992111465873,0
